node,relation_nodes 
6151681709,"6151681710,6154426856"
5688897358,"5688897361,5688897360,6154427086,5688897356"
6154427086,5688897358
5688897356,"5688897361,5688897360,6154427091,5688897358"
6154427091,5688897356
6153366745,"5688897360,6154427112,6151681738,6151681745"
6154427112,6153366745
6151681739,6151681738
6151681738,"5688897360,6151681739,6153366745,6151681745"
5688897362,"5688897361,5688897363,5688897365"
5688897365,5688897362
6154446986,"6154446868,6154446880,4088136582"
6154446868,6154446986
4088136582,"420248205,6154446880,4725714160,4088136575,4725714136,5585477294,4088136543,5688583730,5688862221,4088136565,6149439585,6149439598,4088136569,6154226647,6154226653,4088136559,6154228817,6151681710,6154446986,4725714258"
6154446880,"4088136582,6154446986"
5790714845,"6154305363,5688897354,6154447003,5585477187,5688870860,5790714843"
6154447003,5790714845
5790714843,"6154305363,5688897354,6154447006,5585477187,5688870860,5790714845"
6154447006,5790714843
6154465560,"5767164758,6154465569,6154465558,6154465563"
5767164758,"5767164753,6154465560,5767164757,6235864488,5585477262"
6154465563,"6154465554,6154465569,6154465558,6154465560"
6154465554,6154465563
6154465569,"6154465558,6154465560,6154465563"
6154465558,"6154465569,6154465560,6154465563"
5688848000,"5688835173,5767208151,5585477288,6154466304"
5767208151,"5767169184,5688848000,5767208152,5688892790"
5585477288,"5688848000,5585477263,5585477275,5790609491,5765056726,5585477267,5585477280,5585477278,6154475256,6154479582,5585477266,6154466304,5585477294"
5688848000,"5688835173,5767208151,5585477288,6154466304"
6154475256,"6154475255,5585477263,5585477275,5790609491,5765056726,5585477267,5585477280,5585477278,5585477288,6154479582,5585477266,5585477294"
6154475255,6154475256
6154475264,6154475257
6154475257,"6154479545,5767169186,6154475264,5907048805,5907048809,5907048812,5907048814,6154479561,6154479562,6154479563,6154479564,6154479565"
5907048809,"6154479545,5767169186,6154475265,5907048805,6154475257,5907048812,5907048814,6154479561,6154479562,6154479563,6154479564,6154479565"
6154475265,5907048809
5907048812,"6154479545,5767169186,6154475270,5907048805,6154475257,5907048809,5907048814,6154479561,6154479562,6154479563,6154479564,6154479565"
6154475270,5907048812
5907048814,"6154479545,5767169186,6154475275,5907048805,6154475257,5907048809,5907048812,6154479561,6154479562,6154479563,6154479564,6154479565"
6154475275,5907048814
6154479561,"6154479545,5767169186,6154479525,5907048805,6154475257,5907048809,5907048812,5907048814,6154479562,6154479563,6154479564,6154479565"
6154479525,6154479561
6154479562,"6154479545,5767169186,6154479536,5907048805,6154475257,5907048809,5907048812,5907048814,6154479561,6154479563,6154479564,6154479565"
6154479536,6154479562
6154479563,"6154479545,5767169186,6154479537,5907048805,6154475257,5907048809,5907048812,5907048814,6154479561,6154479562,6154479564,6154479565"
6154479537,6154479563
6154479564,"6154479545,5767169186,6154479541,5907048805,6154475257,5907048809,5907048812,5907048814,6154479561,6154479562,6154479563,6154479565"
6154479541,6154479564
6154479565,"6154479545,5767169186,6154479544,5907048805,6154475257,5907048809,5907048812,5907048814,6154479561,6154479562,6154479563,6154479564"
6154479544,6154479565
6154479583,6154479582
6154479582,"6154479583,5585477263,5585477275,5790609491,5765056726,5585477267,5585477280,5585477278,5585477288,6154475256,5585477266,5585477294"
6154488568,"6154488562,6154488581,6154488564"
6154488562,6154488568
6154488581,"6154488564,6154488577,6154488568,5577076734"
6154488564,"6154488581,6154488568"
5577076734,"5577074616,5577076741,6154488577,5577076731,6154488581"
6154488577,"5577076734,6154488581"
6154495888,"6154491078,5827855072,6154495887"
6154491078,6154495888
5827855072,"5827855069,5827855073,6154495887,6154495888"
6154495887,"5827855072,6154495888"
5827855084,"5690803859,5827855585,6154528123"
6154528123,"5827855084,4014840810,4014840823,3074776469,3074776206,3074776031,4014841093,5577074525,6151762136,5682987243,3074775942,3074776634,6151762158,6152057911,3074776179,6152058342,6152058372,6152058373,6152058365,6152058384,6154528114,6154528125,6159605896,6152058383,6556222903,6556222904,3074776355,6571073089,3074776314,6154528120"
6154528117,6154528114
6154528114,"6154528117,6154528123,6154528125"
6154528125,"6154528118,4014840810,4014840823,3074776469,3074776206,3074776031,4014841093,5577074525,6151762136,5682987243,3074775942,3074776634,6151762158,6152057911,3074776179,6152058342,6152058372,6152058373,6152058365,6152058384,6154528123,6154528114,6159605896,6152058383,6556222903,6556222904,3074776355,6571073089,3074776314,6154528120"
6154528118,6154528125
3074776314,"6154528123,6154528125"
6154528120,"6154528123,6154528125"
6154563985,"2558159093,2558159092"
2558159093,"2613570388,6154563985"
2558159092,"6154563985,6154577172,3074776683,5683223098"
6154563985,"2558159093,2558159092"
6154563986,"5682961965,5682961791"
5682961791,"5683212156,6154563986,5683212177,5683212210,6154609687,5682960389"
6154563814,"5682961965,6154563810,5683154932"
6154563810,6154563814
6154570021,"5683154977,6154570018,5683154962"
6154570018,6154570021
6154576855,"5577074595,6154576847,5577074594,5683204253,5577074603,5683233285,3758578469"
6154576847,6154576855
5683233285,"5577074595,6154577165,5577074594,5683204253,5577074603,6154576855,3758578469"
6154577165,5683233285
5721080154,"5721080144,6154577187,5726537446"
6154577187,"5726554427,5721080154,6152115413"
6154577172,"2558159092,2558159091,3074776683,5683223098"
2558159092,"6154563985,6154577172,3074776683,5683223098"
2558159091,"5726561771,6154577172,420248234,6154577173,5726575706"
6154577172,"2558159092,2558159091,3074776683,5683223098"
6154599784,"5682951076,6154599783,5683138769"
6154599783,6154599784
6154602846,"5682951076,6154602842,6158131986"
6154602842,6154602846
6154628964,"6154628919,6154628953,6154628941,6154628920"
6154628919,"6154628964,6154628920"
6154628953,"6154628941,6154628964"
6154628941,"6154628953,6154628964"
6154644504,5683174104
5683174104,"5683174101,5683174114,6154644504,5683174110"
5683190295,"5726645797,5726645818,6154644555"
6154644555,5683190295
6154656046,"6154656045,6154656047"
6154656045,6154656046
6154656047,"6154656046,6154656050"
6154656046,"6154656045,6154656047"
6154656050,6154656047
6154656047,"6154656046,6154656050"
6154656051,"5827893269,5683174099,5683174101,5683177721,6151351711,5827893268"
5827893269,"6151350061,6154656051"
5683174099,"5683215596,6154656051,5683174101,5683177721,5683215588,5683215592,5683215601,6151351711,5827893268"
6154656051,"5827893269,5683174099,5683174101,5683177721,6151351711,5827893268"
6154678048,"6154678046,6154678040,5731871223"
6154678046,6154678048
5731871223,"5731871224,6154678040,6154678048,5731871222"
6154678040,"5731871223,6154678048"
6155704175,5683211981
5683211981,"5683154937,6155704175,5683191071,5726565985,5683191041,5683191037"
5683191041,"5683154937,6155704408,5683191071,5726565985,5683211981,5683191037"
6155704408,5683191041
6155733964,6155733963
6155733963,"5683154931,6155733964,5683154816"
6157722797,"6157722794,6157722796,5590834592"
6157722794,6157722797
5590834592,"5590834595,6157722796,5590834596,6151681687,5590834582,6159244588,5590834579,6318665178,6318665343,6318665373,6157722797,5590834575"
6157722796,"5590834592,6157722797"
6154268871,"6157722875,5806894571,6157722802,6154268692,6154268882,6154268858,6154268877,6154268908"
6157722802,"6154268871,6157722869,6157722812,6157722831,6318665330,6318665337,6157722815,6157722838"
6157722869,"6157722812,6157722875,6157722802,6318665291,6157722831,6318665330,6318665337,6157722815,6157722838"
6157722812,"6157722869,6318665338,6157722802,6157722831,6318665330,6318665337,6157722815,6318665373,6157722838"
6157722854,"6157722839,6157722875,6157722851,6318665311"
6157722839,6157722854
6157722875,"5806894571,6157722851,6157722869,6154268692,6154268882,6154268858,6154268877,6154268908,6154268871,6157722854,6318665291,6318665311"
6157722851,"6157722875,6157722854,6318665311"
6157729190,"1841070595,345366140,6157728983"
6157728983,6157729190
6157729199,"1841070595,345366140,6157729191"
6157729191,6157729199
6157729205,"345366140,2174824833,6157729204,2174824811,2170730394,1841070590,2180045014,2190631042,2190631044"
6157729204,6157729205
2171008292,"2171008415,6157729206,2171008294,2180045052,6157729208"
6157729206,2171008292
6157729208,"2171008415,6157729207,2171008294,2180045052,2171008292"
6157729207,6157729208
6157730939,"6157730938,6157730940,6157730941"
6157730938,6157730939
6157730941,"3001689864,6157730940,6157731000,4059668684,3001689865,6157730939,3001689875"
6157730940,"6157730941,6157730939"
6157730945,"6157730961,6151710883,6157730958,6151713114,6151713116,6151713118,6151713120,6157730948,6157730949,6157730953,6151713127"
6157730958,"6157730945,6157730961,6157730957"
6157730948,"6157730961,6151710883,6151713114,6151713116,6151713118,6151713120,6157730945,6157730949,6157730953,6151713127"
6157730946,"6151713124,6151713115,6151713117,6151713119,6157730952,6151713122,6157730957"
6157730952,"6151713124,6151713115,6151713117,6151713119,6157730946,6151713122,6157730957"
6157730949,"6157730961,6151710883,6151713114,6151713116,6151713118,6151713120,6157730945,6157730948,6157730953,6151713127"
6151713122,"6151713124,6151713115,6151713117,6151713119,6157730946,6157730952,6157730957"
6157730953,"6157730961,6151710883,6151713114,6151713116,6151713118,6151713120,6157730945,6157730948,6157730949,6151713127"
6157730971,"5847764479,6157763202,3174038605"
6157730963,"3001685732,3001689876,1334355652,1334355686,1334355636,1334355628,3001689864,3507879793,3507880123,3001689859,3001689834,4059783557,4059783566,4059783567,3001689843,4059789196,6518381509,1759885287"
6157730977,"6157731026,1759885302,6157730972,3080086765,3080086768,3080086764"
6157730972,6157730977
6157730981,"6574777893,6157730978,1759885259,6521280503"
6157730978,6157730981
6157730990,"1759885259,6157731000,6157730982,6518592798,6518592806,6518592809"
6157730982,6157730990
3079969074,"3078638473,6157731001,3079969078,6574853928,3079969080,3001689859"
6157731001,3079969074
6157731011,"3078638463,3507894281,3507897348,3078638462"
6157731009,"1334355634,3507894282,3507897349,3078638465"
3078638439,"1759885418,3078638433,3080086599,3078638445,3078638447,3078638455,3078638457,3078638459,3078638461,3078638463,3080086792,3080086600,6157731012,345351431"
3507893952,1334355634
6157731025,1759885297
6157731013,1759885297
6157736603,"2174824856,420265809,6157736601,420265843,1736755354,2164121813,2164121814,2164121626,2164121390,2178500944,2168682528,2170750591,2178066606,420265844,420265850,2178476241,2178476585,2180045105,2175276197,2168887525,4290306491"
6157736601,6157736603
6157736617,"6157736604,6157736610,6157736621"
6157736610,6157736617
6157736621,"6157736604,6157736618,6157736617"
6157736618,6157736621
6157736630,"2178452454,2179890437,6157736622,2178452495,2178452449"
6157736622,6157736630
6157736631,"6157736637,2186707286"
6157736637,"2186707525,2186707408,6157736631,2186707271,2186707295,2186707288,2186707293,2186707503,2187251335,2190742069,2186707300,2186707459,2190742044,2190742134,2190742138,2190742041,2190742096,2190742110,2190742101,2190742064,2190742156,2190742067,2186707286"
420266678,"420266727,420266692,6157736653,420266574,2173660708,2173660818,2174686602,4290341028,2178476681,2178476151,2183070472,2183070488,2183070381,5659178714,2186707450,420266569,2174686321"
6157736653,420266678
6148990128,"6148990147,6157736673,6157736658"
6157736658,"420266692,420266478,6148990128,420266699,420266722,420266720,420266709,2173660743,2177218792,5971176482,2180045103,3635426759,1726781817,2999214881,6148990140,6148990154,6148990164,6148990173,2180045087,6157736670,6157816077"
6157736665,"420266692,2174686602,6157736666"
2180045087,"420266692,420266478,420266699,420266722,420266720,420266709,2173660743,2177218792,5971176482,2180045103,3635426759,1726781817,2999214881,6148990140,6148990154,6148990164,6148990173,6157736658,6157736670,6157816077"
2174686288,"6157736670,2180045011,2180045041,6157736673,2174686321"
6157736670,"420266692,420266478,2174686288,420266699,420266722,420266720,420266709,2173660743,2177218792,5971176482,2180045103,3635426759,1726781817,2999214881,6148990140,6148990154,6148990164,6148990173,6157736658,2180045087,6157816077,6157736673,2174686582"
946403903,"946186516,668685225,6157739785"
6157739785,946403903
4281258652,"4281259266,6157741757,4281258698,4281258492"
6157741757,4281258652
6157741048,"1036552103,6157741044,6157741050"
6157741044,6157741048
6157741050,1036552103
6157741049,"1036552180,2894725495,2895811591,2895811568,2895811528,4683712273,4683712318,6149206562,6149206573,6149207091"
6509092577,"6509092581,6157756798"
6509092581,"6509244314,6509092577,6157756798"
6157756801,"6157756800,6157756813,6157756804"
6157756800,6157756801
6157756799,"6157756802,6157756811,6157756798"
6157756802,6157756799
6157756813,"6157756804,6157756801"
6157756804,"6157756813,6157756801"
1410502864,"6509244314,6157756817"
6157756817,"1410502864,6157756817"
6157756817,1410502864
6157756817,1410502864
6508960998,6509244314
1410502749,6509244314
1914688169,"6157756823,1860532476,6507249085"
6157756823,1914688169
1410502820,"6509244314,6157756830"
6157756830,1410502820
6157756835,"6157756834,6296195130,6296195129,6157756836,6509127000,6509127001"
6157756834,"6157756835,6509127000,6509127001"
1410502709,"1410502821,6296195130"
6296195130,"1410502709,6157756835,6296195129,6157756836"
3079969060,"3079802154,3001685731,6157763202"
6157763202,"5847764479,6157762383,3079969060,3174038605,3001685732,3079969064,6157730971,5588953581,6164187550"
5588953581,"6157763202,6157762376,3001685732,3079969064"
6157762376,5588953581
6157763208,"6157763205,6157763213,6157763212,6157763222"
6157763205,6157763208
6157763212,"6157763209,6157763213,6157763208,6157763222"
6157763209,6157763212
6157763222,"3001685728,6157763213,3001685723,3079969027,6164187557,6521505975,6521518013,6537725357,6537781126,6538083152,6538083154,6538083157,6538083159,6538083161,6157763208,6157763212"
6157763213,"6157763222,6157763208,6157763212"
6157763227,"3174040745,6157763223,3174040746,6157763430,3174040867,3174040748,3174038657,3174038643"
6157763223,"6157763227,6157763228,6157763232"
6157763232,"3174038578,6157763395,6157763228,3455643840,3174040729,6521677942,6157763223"
6157763228,"6157763232,6157763223"
6157763233,6157763235
6157763235,"6157763233,6157763247,6157763263,6157763256"
6157763262,"6157763259,6157763273,6157763270"
6157763259,"6157763262,6157763256"
6157763247,"6157763263,6157763239,6157763235,6157763256"
6157763263,"6157763247,6537769450,3001685724,3780788606,6537725358,6537781125,6157763235,6157763256"
6157763273,"5160833177,5160833168,6157763274,6537680756,6157763262"
6157763270,"3780788606,6157763204,6157763239,6157763262"
5160833208,"5160833182,5160833210,6157763274,5160833178,5160833195,5160833200,6306399916,6511604013,6511604017"
6157763274,"5160833177,5160833168,5160833208,6157763273,6537680756,6306399916,6511604017"
6157763284,"3174040729,3442895578,3174040748"
3174040729,"3174038578,6157763395,6157763284,3455643840,6157763232,6521677942"
3442895578,"3174040748,6328204115,6157763438,3442895580,3455643842,6157763284"
3174040748,"3174040745,3442895578,3174040746,6157763430,3174040867,6157763227,3174038657,6157763284,3174038643"
6157763400,"6157763395,6157763405,6157763416,6157763401"
6157763395,"3174038578,6157763400,6157763391,3455643840,6157763232,3174040729,6521677942"
3174038648,"3174038608,6157763401,6157763416,3174040750,6521677941,6521677943,6521677947,6521681538,3174040746"
6157763401,"3174038648,6157763400,6157763405"
6157763400,"6157763395,6157763405,6157763416,6157763401"
6157763405,"6157763400,6157763401"
6157763438,"6157763430,6157763418,6328204115,3442895580,3455643842,3442895578,6157763428"
6157763418,"5579253372,6157763438,6522006470,5579253379"
6157763429,"6157763428,3174040684,3174038657"
6157763428,"6157763438,6157763429,6157763430"
6157782351,"6157782347,6157782352,2170972618"
6157782347,6157782351
2170972618,"6157782352,2210615763,2894676665,6157782351,2170972690"
6157782352,"2170972618,6157782351"
420266197,"2201227375,377671538,2170972690,1819473133,1819473129,2170972633,2210615765,2210615729,2210755395,2212541852,2212541864,1819473137,3006869697,420266538,1037737374,1037737325,1037737172,4290305974,4290305991,4290306516,420266171,5666130977,6149050650,4290306526"
4290305981,
6157788495,"6157788493,6157788496,1410502976"
6157788493,6157788495
1410502976,"1410502821,6157788496,6157788495"
6157788496,"1410502976,6157788495"
1538332723,"1538336976,6157788502,5007972242,1538332601,1538332624"
6157788502,1538332723
6157792851,"345353270,6157792850,3079969108,3079969115,4281262608,4683712294,4683712292,5020861274,6157792852,6157792861,6157792869,6157792880"
6157792850,6157792851
6157792853,"3002053669,4281259026,6306549845,4281262639,5020834411,5223552764,6151647805,6306549842,6306549844,3133599718,6524786798,6524786800,6524786803,6524786804,6524786806,6524786809,6567175841"
6157792852,"345353270,3079969108,3079969115,4281262608,4683712294,4683712292,5020861274,6157792861,6157792869,6157792880"
6157792857,"3002053669,6157792854,4281259026,6306549845,4281262639,5020834411,5223552751,5223552764,6151647805,6157792853,6157792860,6157792862,6157793901,6157793906,6306549842,6306549844,3133599718,6524786798,6524786800,6524786803,6524786804,6524786806,6524786809,6567175841"
6157792854,"5020861336,5223552751,6157792857"
6157792860,"3002053669,6157792858,4281259026,6306549845,4281262639,5020834411,5223552751,5223552764,6151647805,6157792853,6157792862,6157793901,6157793906,6306549842,6306549844,3133599718,6524786798,6524786800,6524786803,6524786804,6524786806,6524786809,6567175841"
6157792858,6157792860
6157792862,"3002053669,4281259026,6306549845,4281262639,5020834411,5223552764,6151647805,6157792853,6157793901,6157793906,6306549842,6306549844,3133599718,6524786798,6524786800,6524786803,6524786804,6524786806,6524786809,6567175841"
6157792861,"345353270,3079969108,3079969115,4683712294,4683712292,5020861274"
6157792869,"345353270,6157792863,3079969108,3079969115,4281262608,4683712294,4683712292,5020861274,6157792861"
6157792863,6157792869
6157792880,"345353270,6157792872,3079969108,3079969115,4281262608,4683712294,4683712292,5020861274,6157792861,6157792869"
6157792872,6157792880
6157793901,"3002053669,6157793897,4281259026,6306549845,4281262639,5020834411,5223552764,6151647805,6157792853,6157793906,6306549842,6306549844,3133599718,6524786798,6524786800,6524786803,6524786804,6524786806,6524786809,6567175841"
6157793897,6157793901
6157793906,"3002053669,6157793902,4281259026,6306549845,4281262639,5020834411,5223552764,6151647805,6157792853,6306549842,6306549844,3133599718,6524786798,6524786800,6524786803,6524786804,6524786806,6524786809,6567175841"
6157793902,6157793906
2289103363,"6150109425,2289103346,6157806298,5577389387,5577389401,5757443679,5753153045"
6157806298,2289103363
6157793154,"3078294457,3078294449,6509626558"
6157793148,"3078294412,3754618407,3078294458"
6157793158,"6521932370,6157793155,1759885436,1759885443,1759885437,3754617525,6150950968,6521961565,6521961569,6521961573,6521961575,6524316045,6568078338,6570296182"
6157793155,6157793158
6157793160,"6157793159,4797760745,4797760746,1334352312"
6157793159,6157793160
6157793162,"1334352318,1334352303,6157793161"
6157793161,6157793162
6157793165,"6532779918,6157793163,1334101762,4797760725,6501893429,6501893432,6514279751,6514279753,6514279755"
6157793163,6157793165
6157793167,"6157793166,6157793168,6521099190,6157808486"
6157793166,6157793167
6157808486,"6521315257,1759885399,6157793168,1333730465,1334101496,1334352277,345351431,1036552727,4792330101,4779885789,4792330102,4797076555,4797759987,4797760739,4797760746,6150950402,6157808489,6157808493,1334101590,6157962753,6157962739,6157962758,6157962760,6157962911,6157962900,6514049343,6514049345,6514066701,6514066707,6521099194,6521099203,6521315261,6521315263,6521358791,6521705572,6521757722,6521745159,6538608328,6157793167,6521099190"
6157793168,"6157808486,6157793167,6521099190"
6157808489,"6521315257,1759885399,6157808487,1333730465,1334101496,1334352277,345351431,1036552727,4792330101,4779885789,4792330102,4797076555,4797759987,4797760739,4797760746,6150950402,6157808486,6157808493,1334101590,6157962753,6157962739,6157962758,6157962760,6157962911,6157962900,6514049343,6514049345,6514066701,6514066707,6521099194,6521099203,6521315261,6521315263,6521358791,6521705572,6521757722,6521745159,6538608328"
6157808487,6157808489
6157808491,"6157793184,6157808493,6157808492"
6157793184,6157808491
6157808493,"6521315257,1759885399,1333730465,1334101496,1334352277,345351431,1036552727,4792330101,4779885789,4792330102,4797076555,4797759987,4797760739,4797760746,6150950402,6157808486,6157808489,1334101590,6157962753,6157962739,6157962758,6157962760,6157962911,6157962900,6514049343,6514049345,6514066701,6514066707,6521099194,6521099203,6521315261,6521315263,6521358791,6521705572,6521757722,6521745159,6538608328,6157808491"
6157808492,"4797076585,4797076566,4797076568,6157808491"
6157808496,"6157808494,6157808503,6157808510"
6157808494,6157808496
6157808502,"6567911205,1334101461,6157808497,3507026354,1333762588,1333762877,1334101550,1334101510,1334101539,1334101586,3503688711,4797759962,4797759964,4797759967,4797759970,4797760003,6149210603,6149210605,6157808510,6157808555,6157808562,1334101617,6568642279,6568744138,6568744142"
6157808497,6157808502
6157808510,"6567911205,1334101461,6157808503,3507026354,1333762588,1333762877,1334101550,1334101510,1334101539,1334101586,3503688711,4797759962,4797759964,4797759967,4797759970,4797760003,6149210603,6149210605,6157808502,6157808555,6157808562,1334101617,6568642279,6568744138,6568744142,6157808496"
6157808503,"6157808510,1334101727,1334101486,4797759981,6326619901,6157808496,1334101590,6157808555"
6157808512,"6157808511,1333762571,1333763110"
6157808511,6157808512
6157808514,"6157808513,6157808523,6157808522"
6157808513,"6157808514,6157808516,6157808515"
6157808516,"6157808515,6157808524,6157808520,6157808518,6157808522,6157808513"
6157808515,"6577720775,1333763170,6157808516,6157808517,6157808523,6157808525,6157808530,6157808531,6157808538,6157808554,6157808519,6157808513"
6157808518,"6157808517,6157808524,6157808520,6157808516,6157808522"
6157808517,"6577720775,1333763170,6157808518,6157808515,6157808523,6157808525,6157808530,6157808531,6157808538,6157808554,6157808519"
6157808524,"6157808520,6157808525,6157808516,6157808518,6157808522"
6157808520,"6157808524,6157808519,6157808516,6157808518,6157808522"
6157808523,"6577720775,1333763170,6157808515,6157808517,6157808525,6157808530,6157808531,6157808538,6157808554,6157808519,6157808514"
6157808522,"6157808524,6157808520,6157808516,6157808518,6157808514"
6157808525,"6577720775,1333763170,6157808524,6157808515,6157808517,6157808523,6157808530,6157808531,6157808538,6157808554,6157808519"
6157808524,"6157808520,6157808525,6157808516,6157808518,6157808522"
6157808529,"6157808528,6157808530,6157808527,6157808532"
6157808528,"1333763170,1333763107,6157808529,6157808534,6157808578,6157808532"
6157808527,"6157808526,6157808529,6157808530"
6157808526,"6157808527,6157808533,6157808532,6157808531"
6157808530,"6577720775,1333763170,6157808529,6157808515,6157808517,6157808523,6157808525,6157808531,6157808538,6157808554,6157808519,6157808527"
6157808529,"6157808528,6157808530,6157808527,6157808532"
6157808532,"6157808529,6157808526,6157808533,6157808528"
6157808531,"6577720775,1333763170,6157808515,6157808517,6157808523,6157808525,6157808530,6157808538,6157808554,6157808519,6157808526,6157808533"
6157808534,"1333763170,1333763107,6157808528,6157808578"
6157808533,"6157808526,6157808532,6157808531"
6157808537,"6157808538,6157808546,6157808535,6157808536"
6157808538,"6577720775,1333763170,6157808537,6157808515,6157808517,6157808523,6157808525,6157808530,6157808531,6157808554,6157808519,6157808536,6157808539"
6157808536,"6157808537,6157808535,6157808539,6157808538"
6157808535,"6157808536,6157808546,6157808537,6157808539"
6157808546,"6157808539,6157808549,6157808553,6157808547,6157808537,6157808535"
6157808539,"6157808546,6157808536,6157808535,6157808538"
6157808550,"6157808549,6157808551,6157808548"
6157808549,"6157808550,6157808553,6157808554,6157808546,6157808547"
6157808551,"6157808550,6157808553,6157808548"
6157808550,"6157808549,6157808551,6157808548"
6157808553,"6157808551,6157808549,6157808546,6157808547"
6157808551,"6157808550,6157808553,6157808548"
6157808549,"6157808550,6157808553,6157808554,6157808546,6157808547"
6157808553,"6157808551,6157808549,6157808546,6157808547"
6157808548,"6157808551,6157808550,6157808547"
6157808547,"6157808549,6157808553,6157808548,6157808546"
6157808554,"6577720775,1333763170,6157808549,6157808515,6157808517,6157808523,6157808525,6157808530,6157808531,6157808538,6157808519"
6157808549,"6157808550,6157808553,6157808554,6157808546,6157808547"
1334101590,"6521315257,1759885399,1333730465,1334101496,1334352277,345351431,1036552727,4792330101,4779885789,4792330102,4797076555,4797759987,4797760739,4797760746,6150950402,6157808486,6157808489,6157808493,6157962753,6157962739,6157962758,6157962760,6157962911,6157962900,6514049343,6514049345,6514066701,6514066707,6521099194,6521099203,6521315261,6521315263,6521358791,6521705572,6521757722,6521745159,6538608328,1334101727,1334101486,4797759981,6157808503,6326619901"
6157808555,"6567911205,1334101461,3507026354,1333762588,1333762877,1334101550,1334101510,1334101539,1334101586,3503688711,4797759962,4797759964,4797759967,4797759970,4797760003,6149210603,6149210605,6157808502,6157808510,6157808562,1334101617,6568642279,6568744138,6568744142,1334101727,1334101486,4797759981,6157808503,6326619901"
6157808562,"6567911205,1334101461,6157808561,3507026354,1333762588,1333762877,1334101550,1334101510,1334101539,1334101586,3503688711,4797759962,4797759964,4797759967,4797759970,4797760003,6149210603,6149210605,6157808502,6157808510,6157808555,1334101617,6568642279,6568744138,6568744142"
6157808561,6157808562
6157808565,"6157808563,6157808575,6157808566"
6157808563,6157808565
6157808575,"6157808566,6558561532,6157808565"
6157808566,"6157808575,1759885460,6157808565"
3507057569,"1334101556,3507072338,6157808580,3507044576,3507047146,3507076017,4088206273,6506777052,3507056488,3507092056"
6157808580,"3507057569,6157808578,3507056488,3507092056"
6157816043,"420265809,420266482,6157816042,420266449,2164044601,2168887478,2168887527,2173660600,2175276272,2175276434,3221495198,2179875726,6157816054,6157820335"
6157816042,6157816043
6157816047,"4779272264,420266795,6157816044,6157816050"
6157816044,6157816047
6157816050,"4779272264,420266795,6157816048,6157816047"
6157816048,6157816050
6157816054,"420265809,420266482,6157816051,420266449,2164044601,2168887478,2168887527,2173660600,2175276272,2175276434,3221495198,2179875726,6157816043,6157820335"
6157816051,"2175276510,2175276262,6157816054"
6157816064,"2181321191,1736755296,6157816055,1736755340,2174725254,2174725275,6157816065"
6157816055,6157816064
6157816073,"420266744,420266795"
6157816066,"420266744,420266795"
6157816077,"420266692,420266478,6157816074,420266699,420266722,420266720,420266709,2173660743,2177218792,5971176482,2180045103,3635426759,1726781817,2999214881,6148990140,6148990154,6148990164,6148990173,6157736658,2180045087,6157736670"
6157816074,6157816077
6157816080,"6157816078,6157820293,6157820289"
6157816078,"6157816080,6157820296,6157820294"
6157820288,"420266709,420266767"
6157816081,"420266482,420266402,420266108,2170972745,2181321311,2190739776,2461400798,2461400800,3641738795,420266311,5444690812,5444653531,5720562696,6149050677,6149085411,6149085448,6157820310,6157820313,6157820304"
6157820293,"6157820289,6157820297,6157820296,6157820303,6157816080,2181321265"
6157820289,"6157820293,6157816080"
6157820296,"6157820294,6157820297,6157820293,6157820303,6157816078,2181321265"
6157820294,"6157820296,6157816078"
6157820297,"2181321265,6157820293,6157820296,6157820303"
2181321265,"2181321305,6157820297,2181321231,2181321147,2181321251,6157820293,6157820296,6157820303,2181321311"
6157820310,"420266482,420266402,6157820305,420266108,2170972745,2181321311,2190739776,2461400798,2461400800,3641738795,420266311,5444690812,5444653531,5720562696,6149050677,6149085411,6149085448,6157816081,6157820313,6157820304"
6157820305,6157820310
6157820313,"420266482,420266402,6157820311,420266108,2170972745,2181321311,2190739776,2461400798,2461400800,3641738795,420266311,5444690812,5444653531,5720562696,6149050677,6149085411,6149085448,6157816081,6157820310,6157820304"
6157820311,6157820313
6157820318,"6157820314,420266744,420266543"
6157820314,6157820318
6157820326,"1736755320,3051907396,6157820319,2174725342,2174725260,2174725169,4290305813,1736755321,2899118183,2899118186"
6157820319,6157820326
6157820331,"2181321260,2181321273,6157820327"
6157820327,6157820331
6157820335,"420265809,420266482,6157820332,420266449,2164044601,2168887478,2168887527,2173660600,2175276272,2175276434,3221495198,2179875726,6157816043,6157816054"
6157820332,6157820335
6157820347,"2181490588,420265809,2168887511,420266588,2164044659,2178059207,2178059235,4290304657,2168887446"
2168887511,"6157820347,4290306491,4290304657,2168887507,2168887446"
6157820353,6157820348
6157820348,6157820353
4884751743,"1333763177,1333762861"
1333762861,"4884751743,6506966465,6507084402"
1538331990,"1333763258,1759733951,6157810491,1538331554,1538332083,1538331561,4660079671,4660159734,4660170317,1538331630,1538332185,1538331419,1538331435,1538331505,1538331479,6324706846,4660159759"
6157810491,1538331990
6157810496,"6157810492,1538331419"
6157810492,6157810496
6157810496,"6157810492,1538331419"
1538331419,"1333763258,1759733951,1538331554,1538332083,1538331561,4660079671,4660159734,4660170317,1538331630,1538332185,1538331990,1538331505,1538331479,6324706846,4660159759"
1538331435,"1333763258,1759733951,6157810496,1538331554,1538332083,1538331561,4660079671,4660159734,4660170317,1538331630,1538332185,1538331990,1538331505,1538331479,6324706846,4660159759"
6157810496,"6157810492,1538331419"
