wayid,nodes
584939230,"5590681716,5590681719,5590681720,3002874303"
584942875,"5590714916,5590714917,5590717427,5590714918"
584942877,"5590714919,6149835275,6149835283,6149835284,5590717426,5590714920,5590717421"
584945327,"5590749825,5590749828,5590749835,5590749834,5590749833,5590749832,5590749831,5590749830,5590749829,5590749827,5590749826,6352608258,5590749843,5590749842,5590749841,5590749840,5590749847,5590749839,5590749838,6352608259,5590749837,5590749836,5590749825"
585911044,"5598614949,5598614950,5598614952,5598614968"
585911052,"5598614966,5598614965,6149764603,6149764602,6149764601"
597825032,"5821894871,2461400860"
623186067,"5885644060,5885644061,5885644062,5885644066,5885644063,5885644064"
624451485,"5896811066,6540396759,5896811077,5896811078,6540396756,5896811062,5896811063,6540375386,4069851209,6540375385,5896811064"
624451486,"5896811079,6540375392,5896811073,6561657554,6561657556,5896811074"
624451487,"1334202752,1333361964"
624451488,"1334202669,6543053295,3780592144,3780592108,6532840250,1334202699,6532840248,1334202717,3558593465,3544809933,1334202598,6556217414"
624451489,"5896811060,1334202694"
624451490,"6539928517,6060082201,6510353027,3761464398,3761464424"
624451493,"5896811066,5896811081,5896811082,6539968676,2991183993"
624451494,"5896811083,5896814487,5896814486,5896814485,5896811084,5896811062"
624451495,"5896811072,5896814491,6540217252,5896814492,420248330"
624451496,"420248330,5896814494,5896814495,5896814496,5896814497,5896811073"
624451498,"5896811078,5896846726,5896846725,5896846724,6540375390,5896814501,6540375389,5896814502,5896814503,6540364284,5896811075"
624451499,"5896814514,5896814515,5896814516,6038504620,5896814517,6038504619,5896814518,5896814519,5896814520,5896814521,5896814504,5896814505,5896814508,6040949037,5896814509,5896814510,5896814511,5896814512,5896814513,3761464424,5896814506,5896814507,5896814514"
624451500,"3513926570,5896814523,5896814524,6038504620"
624451501,"6038504619,420248349"
624455965,"1726781936,5896858550,6040711600,5896858551,5896858552,2991183883"
624455966,"2991183883,5896858554,5896858555,5896858556,5896858557,2991183887"
624457036,"5896814509,5896866241,6571009795,6571009797,6510353028,3760163820,6571009794,5896811070"
630323499,"5952187011,5952187010,5952187004,5952187028,5952187025,5952187020,5952187038,5952187005"
630323500,"5952187006,5952187037,5952187021,5952187024,5952187029,5952187007,5952187008,5952187009"
630326164,"5952217798,5952217799,5952217800,5952217801,5952217802,5952217803,5952217804,5952217805,5952217806"
630337548,"5952309801,5952309828,5952309841,5952309846,5952309848,5952309802,5952309803,5952309804,5952309805,5952309837,5952309943,5952309865,5952309806,5952309807,5952309808,5952309809,5952309810,5952309811,5952309812,5952309955,5952309813"
630337549,"5952309814,5952309956,5952309815,5952309816,5952309817,5952309818,6511547823,5952309819,5952309820,5952309821,5952309822,6330038780,5952309944,5952309823,5952309824,5952309825,5952309826,5952309859,5952309849,5952309840,5952340197,5952309827"
641073883,"420248644,6542465761,6542465756,420248771,6542465758,6542550686,1333379821,6542550687,6542516482,1333379817,6542516484,6542516478,420249566,6542516479,6542516477,420249568,6513788361,6525422582,6038229619"
641097144,"6038365607,6038365609"
641097145,"6038365609,6038365608"
641099995,"5578857511,6524926590,5578857516,5578857517"
641099998,"5578857722,3504435262,5578857514"
641106824,"4660490874,6038442037"
641106825,"6038442037,6038442036"
641397120,"6040555868,6040555867,6040555866,6040555878,6326946801,6040555877,6040555876,6040555875,6040555874"
641397122,"2990955342,6048011272,6525439461,6040555869,6525439460,6040555856,6040555871,6040555857,6040555868,6040555874,6525457651,1334170134,6525457653,6525439471,6040555873,6525439470,6525604596,3070080502"
641422026,"6040687977,6040689088"
641422027,"6040689089,6040687978"
641430262,"6040740294,6040740292,6040740291"
641430263,"6040740296,6040740294"
641455999,"6040898711,6040898704,6040898705,6040898706,6040898707,6040898687,6040898708,6040898709,6040898710,6040898711"
641466268,"6040964102,6511557670,6040964101"
641493322,"2991183845,3070253085,3070253088,3070253096,3070253104"
641493324,"3070253094,3070253095,3070253087,3070253084,2991183845"
642054380,"420249402,6513671588,1333698651,6513671589,6513407804,6513407803,1333311109,6513407801,6045432114,6513486091,420249020,6513486089,6513478483,420249022,6513504284,6041129177,6513504282,1333698683,6513504280,6513576303,1333698791"
642451369,"6048235415,6048235406,6048235407,6048235408,6048235409,6048235410,6048235416,6048235411,6048235419,6048235412,6048235413,6048235414,6048235415"
642451370,"6048235416,6048235417,6048235418"
642451371,"6048235421,6048235420,6048235419"
642475790,"420248564,6048293326,6048293325"
643248609,"2991183835,6547942605,6539609544,2991183833"
643248610,"1333246117,6539609543,3070253065,1264839096"
643260315,"3070253240,3070253245,3070253243,3070253241,1334169981"
644700995,"2992135362,6553244454,2992135368,2992135372,6553244455"
644700996,"6553244456,2992135386,6524966005,2992135393,2992135399"
654492708,"6038220782,2991011652,3050546043,3050546044,3050546045"
654492717,"2991011667,6529739228,3754596964,6539256086,2991011671"
656399228,"6148959092,6148959091,6148959081,6148959090,6148959089,6148959083,6148959088,6148959084,6148959087,6148959086,6148959095"
656399229,"6148959095,6148959085,6148959096,6148959082,6148959097,6148959080,6148959098,6148959099"
656402811,"6148986135,6148986134,6148986127,6148986133,6148986132,6148986131,6148986130,6165032097,6165028684,6148986126,6165028681,6511793370,6511793371,6511756350,6148986123,6511756349,6148986122,6511756348,6511756347"
656403550,"6148990140,6148990139,6148990130,6148990138,6148990131,6148990137,6148990133"
656403551,"6148990133,6148990134,6148990135,6148990136,6148990141,6148990142,6148990143,6148990132,6148990144,6148990145,6148990146,6148990147,6148990148,6148990149,6148990150,6148990151,6148990152,6148990153,6148990154"
656408387,"2236967826,2236907042,3780575112,6569162486,2236907030,6570318363"
656408388,"3514807734,3514807735,2236876099,3514807733,2236876108,6518825027,2236876080,6149031456,2236876064,2236876097,6518858782,6518858781,2236876093,2236876110,3080245132,2236897557,2236897548,6149031078,6518909856,2236897570,420248174,3080338949"
656424101,"6149152870,6149152867"
656424103,"6149152884,6149152885,6149152868"
656432469,"345353270,6157741049,345353274,6149207091,3782627773,1740174309,2895811612,2895811591,6149206562,2895811568,2895811572,2895811560,4683712318,345353282,2895811528,4683712273,6149206573,2894725495,345353288,2180045002,2180045089,345353293,1036552180"
656432470,"1036552217,1036552565,1036552656,6149206580,2180045091,6149207085,5020861228,6149206569,1036552444,4683712269,1036552324,4683712316,2171351949,2171351931,4683712226,4683712242,3782627771,2891233173,1740174313,6149207097,6157741048,1036552226,6157741050,1036552103"
656432471,"1036552103,1036552596,4683712309,4683712288,4683712275,1036552399,1617714516,1036552193,4683712210,3001489792,3001489794,5223552725,3001489817,1036552750,3001489826,5020861313,3001489796,1036552530,3001489789,5020861319,1036552367,3001489807,5020861329,1036552263,5020861348,3001489805,1036552163,3001489815,3001489828,3001489787,1036552686,3001489824,6157792857,1036552472,6157792860,3001489795,3001489797,3001489823,1036552336,5223552751,6157792862,3001489818,6157793901,1036552131,3001489812,6157793906,3001489800,1036552621,3001489820,6157792853,1036552411,3001489799,4281262639,4281259026,6306549845,3002053664,6306549844,6306549842,5223552764,6151647805,6151647796,6567175841,5020834411,6524786798,3133599718,6524786800,6524786803,6524786804,6524786806,6524786809,3002053669"
656432472,"3133599719,6524786799,4281263375,6151647824,6567175840,6151647795,6151647841,6151647809,6151647814,4281259048,4281259034,4281262659,6157793896,6157792851,3001489801,6157792852,6157792849,345351582,345351585,6157792880,3001489829,3001489822,3002053663,6157792869,345351589,4281262608,3001489809,6157792861,3001489803,345351596,3001489811,345351600,3001489806,3001489793,3001489827,345351607,3001489813,5020861274,3001489790,3001489788,345351614,3001489814,3001489791,345353237,3001489819,345353243,345353246,3001489821,3001489802,3079969115,3001489816,3001489798,3079969108,3001489808,345353253,3001489810,4683712294,3001489804,345353260,1617714515,345353261,4683712292,345353267,345353270"
656495412,"6149690276,6149690277,6149690278,6149690279,6149690280,6149690281"
656497665,"6149705491,6163916055,6149705490"
656497670,"6149705490,6149705496,6149705497"
656505586,"6149764555,5579319622,6149764551,6149764552"
656505587,"5598614966,6538100387"
656505588,"5598614967,5598614968"
656505590,"6538100388,5598614967"
656505595,"6149764508,6149764506,6149764505,6149764504,6149764503,6149764502,6149764501,6149764507,6149764500,6149764499,6149764498,6149764497,6149764496,6149764495,6149764508"
656505596,"6149764521,6149764520,6149764519,6149764523,6149764518,6149764517,6149764516,6149764515,6149764522,6149764514,6149764513,6149764512,6149764511,6149764510,6149764509,6149764521"
656505614,"6149764554,6149764547,6149764553,6149764545,6149764552"
656505623,"6149764557,6149764548,6149764546,6149764556,6149764555"
656506575,"6149771376,6149771372,6543228761"
656510930,"6149803646,6149803645,6570410769,6149803644,6149803631,6149803630,6149803629,6149803628,6149803647"
656510932,"6149803647,6570410768,6149803648,6149803649"
656513558,"6149822129,6149822109,6149822131"
656513563,"6149822128,6149822129"
656513564,"6149822131,6149822130"
656515063,"6149835235,6149835234,6149835238"
656515065,"6149835238,6149835237,6149835236"
656515091,"6149835508,6149835507,6149835506,6149835505,6149835504,6149835503,6149835502,6149835501,6149835500,6149835499,6149835498,6149835497,6149835509,6149835496,6149835495,6149835494,6149835493,6149835492,6149835491,6149835490,6149835489,6149835488,6149835487,6149835486,6149835508"
656525636,"6149919929,6149919926,6149919918,6149919917,6149919916,6149919915,6149919909,6149919914,6149919911,6149919913"
656525637,"6149919919,6149919920,6149919921,6149919908,6149919922,6149919923,6149919924,6149919925,6149919927,6149919931"
656525639,"6149919930,6149919929"
656525640,"6149919931,6149919901,6149919930"
656526189,"6149925014,6149925006,6149925015"
656526190,"6149925007,6149925008,6149925009,6149925014"
656526215,"6149925903,6149925895,4278654312,6149925896,4278654302"
656526216,"4278654302,6149925897,6149925898,6149925899,6149925900,6149925901,6149925902,6149925903"
656538114,"6150025077,6150025078,6150025079,6150025080,6150025081,6150025082,6150025076"
656538119,"6150027000,6150026999,6150026998,6150026997,6150026996,6150026995,2237312839"
656538121,"6150027009,6150027008,6150027007,6150027003,6150027006,6150027005,6150027004"
656545228,"6150086058,6150086057,6150086056,6150086055,6150086054,6150086053,6150086052,6150086059,6150086051,6150086050,6150086049,6150086048,6150086047,6150086046,6150086058"
656549688,"6150123658,6150123657,6150123652,6150123656"
656549689,"6150123661,6150123659"
656549690,"6150123660,6150123653,6150123661"
656549724,"1334204303,3048782215"
656630984,"1616376900,6150795329,6150795328,6150795322"
656630985,"6150795322,6150794782,6150794781,6150794780,6150794779,6150794778"
656632914,"6528759211,6513544613,6513544612,5160833594,3434535737,6513544607,3756820752,6150108913,6150108961,6150108962,2237441372,2237441362,2237441374,2237441375"
656632915,"668585841,668585840,2237328231,2237328212,6150108612,6150108614,6150108616,2237328234,6150233222,6513544608,6150108910,2237804249,5160833595,6513544611,6150108904,6150810631"
656743427,"6151722643,6151722640"
656743428,"6151722641,6151722639,6151722642"
656743429,"6151722641,6151722640"
656743430,"6151722645,6151722644,6151722643"
656743431,"6151722653,6151722654,6151722655"
656743432,"6151722648,6151722646,6151722653"
656746632,"6151755247,6151755248"
656746633,"6151755250,6151755249"
656747346,"6151762157,6151762158"
656750783,"3002053669,6524648532,6524786814,3002053671"
656750797,"6151794452,6151794440"
656750799,"6151794452,6151794445"
656750802,"6151794441,6151794451"
656750804,"6151794442,6151794441"
656750809,"6151794451,6151794439,6151794440"
656750815,"6151794445,6151794444,6151794443,6151794442"
656752140,"6151804735,6151804734,6151804733,6151804732,6151804731,6151804730,6151804729,6151804728,6151804727,6151804726,6151804736,6151804725,6151804724,6151804737,6151804723,6151804722,6151804721,6151804720,6151804719,6151804718,6151804735"
656782631,"6152067116,6152067115,6152067114,6152067113,6152067112,6152067111,6152067117,6152067110,6152067109,6152067108,6152067107,6152067106,6152067116"
656782633,"345362457,6568110464,5847765442,420266042,1759885249,420266033"
656782634,"5847765425,6568200725,6568357071,6513323436,6164187551,3079969060,6528701056,6164187546,6528701060,1759885240,3780788594,1759885235,1759885233,6568267959,3001685731"
657046392,"3070496167,6154089486,5688905921,6154089383,3070496163"
657453457,"6157756817,6509126987,6157756816,6157756815,6157756814,6157756813,6509126986,6157756812,6157756811,6509126985,6157756810,6157756809,6157756808,6509126988,6157756807,6157756817"
657453458,"6508960998,6508960999,6508961000,6508960997,6508961001,6157756819,6157756822,6508961003,6508961002,1410502749"
657461281,"6157810496,6157810497,1538331419"
657461282,"1538331435,6157810498,6157810496"
657480746,"6157962729,6157962753"
657480747,"6157962739,6157962730"
657480748,"6157962729,6157962738,6157962737,6157962736,6157962735,6157962734,6157962733,6157962730,6157962732,6157962731,6157962728,6157962729"
657480753,"6157962758,6157962759"
657480754,"6157962769,6157962760"
657480758,"6157962909,6157962910,6157962911"
657480759,"6157962900,6157962899,6157962909"
657494087,"6158063063,6158063042,6158063062"
657494089,"6158063064,6158063065,6158063066"
657494099,"6158064901,6158064900,6158064899,6158064898,6158064897,6158064896,6158064895,6158064894,6158064893,6158064892,6158064891,6158064890,6158064889,6158064902,6158064888,6158064887,6158064886,6158064885,6158063084,6158063083,6158063082,6158063081,6158063080,6158063079,6158063078,6158063077,6158064901"
657494127,"6158065111,6158064983"
657494128,"6158064971,6158065112"
657494131,"6158064984,6158064983,6158064982,6158064981,6158064980,6158064979,6158064978,6158064977,6158064976,6158065085,6158064975,6158064974,6158064973,6158064972,6158064971,6158064970,6158064969,6158064968,6158064984"
657494134,"6158065112,6158065113,6514090249,6514090251"
657494137,"6514090251,6514090248,6158065096,6158065110,6158065111"
657565166,"6158547057,6158547056,6158547055,6158547047,6158547054,6158547053,6158547052,6158547051,6158547050,6158547049,6158547048,6158547058,6158547057"
657571086,"1333699167,6509381705,6158589811,6158589816,6509381704,6509333941,6509374023,6158589814,6509381718,6158589809,6509381712,6158589808,6509333946,6509333950,6158589805,6158589799,6158589804,6158589803,6158589801,6509398297,6509398292,6509398294,6324754208,6509398290,6509515731,6507198871,6328840640"
657571088,"6507267327,6507267328,6507267329,6324730362,6324730369,6509251138,3510230538,3510250598,6509251132,6158589822,6158589823,6158589824,6158589826,6158589820,6509304152,6509480793,6507198864,6324730365"
657623118,"6158977487,6158977486,6158977485,6158977489"
657623119,"6158977489,6158977490,6158977491,6158977492"
657694626,"6159605896,6159605897"
658071703,"1334174849,6276062717,6508908812"
658071704,"6508908812,6276062718,1334174886"
658076483,"3070437134,3107381433,3107381432,6164917324,6164917323,6514250135,6545985782,6546018036,6514299274,6164917322,6164917321,6538262577,3070251730"
658191465,"6163916056,6149771373"
658191467,"6543228760,6149771374,6149771375"
658194105,"2174824833,1038395053"
658194106,"1038395040,5589362144,5589362148,5589362150"
658235922,"6164187550,6164187549,6164187548,6528701054,6164187547,6164187546"
658235923,"6164187556,6164187555,6164187554,6164187553,6164187552"
658318007,"6538256713,6546099477,6164917311,6164917312,6514299278,6546018038,6545985781,6546099475,3070300111"
658318010,"6164917324,6164917327"
658328385,"3752976496,3752976495,6506837837,6165006088,6165006087,6165006089,6165006090,6506841386,6165006091,6165006092,6165006093,6165006094,6506841388,6165006095,6165006096,6165006097,6506709318,6165006098,6165006099,6509553605,6509553606,3765412833"
658470259,"5588953596,6149740464,4293660964,3780850632,4293660990,6149835611,3768476314,3780850636,3780802753,6149835683,6149835692,3780850561,6149835702,6149740694,420266026,3768476313,3768476312,3780850651,6149835721,6149740745,420266050,4281261909,420266049,4281261949,3768476311,3768476310,420266048,3780802741,6150086250,6150086207,6150086241,6150086208,420266057,3768476309,1759885208,6150086318,3768476308,420266056,5578958636,5578958668,5578958649"
666064723,"6235859248,6235859249"
666064725,"6235859249,5576999784,5576999783,5576999782"
666064727,"5576024138,6235859250"
666064730,"6235859250,4920726703,5576999751,5576999752,4920726702,6318681676,5577074523,5577074535,3074776471"
672152996,"5577370171,5577370170,5577370169,5577370168,5577370167,5577370166,5577370165,5577370164,5577370161"
672152997,"2289103384,5577370213,5577370222,5577370211,5577370210,5577370209,5577370208,5577370229"
672811720,"1334169958,6300603821,6300603824,6300603822,6300603823"
673151142,"3070080499,2988146955,3070080498,2623083098"
673151204,"5896814507,3513926570"
673151205,"420248349,5896814505"
673195453,"3070300107,6546018029,6514299279,6546018037,6546018028,6164917308"
673195454,"3070300107,6514299280,6164917335"
673195455,"6538357936,6164917328,6164917307"
673237946,"5578958484,5578958520,6561852215,5578958479"
673391393,"6306157963,6306157956,6306157960,6306157957,6306157959,6151804750"
673391394,"6151804752,6306157962,6306157958,6306157961,6306157954,6306157955,6306157963"
673427521,"5589362150,1038395029"
673630520,"5578958635,5578958660,6308440250"
673632547,"2991183883,5896858553,6040711612"
675327324,"6509407853,6509407854,6324754206,6507176386,6507176385,6324754190,6324754198,6509429737,4070991742,6509429738,6509429746,4884751785"
675328561,"6324428228,3752949608"
675328563,"6324428232,6324428230,6324428231"
675331476,"1333762990,6506843582,6506843584,1333762706,6506848919,6511633110,4071030628"
675331483,"2990909969,6506843579,2990909970,2990909971,2990909972"
675352515,"1538333622,3652635650,3652636125,3652636223,3652635707"
675354695,"6324713951,6324713950,6324713952,6507046450,6324713948,6324713949"
675361279,"3502679129,3502682834,3502679713,1333698671,3502679712,3502682835,3502671816,3502671817,3502671818,3502671819,3502671820,3502671821,3502682831,1333698903,3502682832,3502682833,3502679124,3502679125,3502679126,3502679127,3502679128,3502679129"
675361280,"3502671816,4797033223,6149152794,6149152780,1333698980,3075296887,3075296901,3075296902,6352679855"
675361282,"3502679124,4797033020,6509436753,1333698587"
675364798,"3753009162,6506708297,6539231511"
675563340,"1759885475,6521099192,4797076600,4797076613"
675568341,"6506395290,6506432553,6568249590,6326560724,6506554272,6326560720,6506435907,6506435906,6326583176,6568592666,6326583178,6568294116,3078068369,3078068368,3078068360,6560996038,6558557464"
675574461,"6326636737,6575441638,6326636738,6524364725,6524364726,6326636739"
675577298,"6152046226,6152046227,3653728694,6152046249,3079968940,5160833244,3079968941,3079968942,3079968943,3079968944,3079968945,3079968946,3079968947,3079968948,3079968949,3079969035,3079968951,3079968950,6164187558"
675582302,"3079802178,6525623850,5020834299,5020834296"
675737782,"3068693638,3068691909,3068691908,3068691907,3068693636,3068691906,3068691905,3068691904,3068691903,3068691902,3068691901,3068693637,3068691900,3068691914,3068691899,420249245"
675737784,"5579283376,5579283379,5579249106,5579249107,5579284245,6150856494,5579284261,5579284308"
675737785,"6328153834,6519105253,5579283376"
675748982,"3070467262,6328286388,6545893613,6328286385,6328286390,6150856233,6328286386,6328286387,3065559084"
675756349,"5585953246,5585953251,5585953252,5585953253,5585953254,5585953255"
675942383,"6330281306,6512178015,6330281307,6512178016,1334305486"
676243286,"6521491152,2992135430,1333303430,6533216876,2992135418,2992135411,1261738090,6525429524,2992135397,6525474160,3065007379"
676243287,"2992135668,6521491150,3540437805"
676243288,"2992135710,1334169839,6040696810,2992135725,3070295919,2992135726,2992135727,1264874386,2992135729,2992135730,2992135731,2992135733,6308461410"
676243289,"1334169919,6521491144,1333246028"
676243290,"2992135711,6521491149,1333246012"
676243292,"1333246012,1333246028"
676445861,"2992135668,6366101655,6334668261,6366101656,6332999111"
676445864,"3070395553,6525474161,2992135403,6525429523,2992135412,2992135419,6534053867"
676446591,"2992135711,6334678140,6366101653,6366101654,6334678146"
676446592,"1334169919,6366101647,6334678145,6366101648,2992135658"
676446593,"6332999112,6366101650,6366101649,6334678143,6366101651,6366101652,2992135710"
676732144,"1334204301,6524864501,1334208635,1334204310,6158475083,6524864498,1334204356"
676965777,"6162598646,6571058078,6571073086,3074776449,3074776651,3074776708,3074776141,3074776209,3074776676,3074776656,3074776703,3074775460,3074775467,3074776142,3074775454,6040574611,3065040660"
676970659,"3067101002,3073425695,4200179235,3068632440,3067101004,1334170287"
676970661,"6038633676,4200171344"
678328154,"6522094691,6507187619,6324870637,1663656992"
678328156,"6328840640,6324870638,6507187620,6506459277,6324428229"
678328157,"6328840640,6324870637,6507198867,6509480790,6506569727,6324420808,6324754199,6324754194,6509515728,6509251139,6509251140,6509251141,6324754200,6509251130,6324754203,6324754211"
678443120,"5590681633,6352608249"
678443122,"6352608256,5590681634"
678443123,"5590681630,6352608254"
678443124,"6352608255,6352608253"
678443125,"6352608254,5590681648"
678443126,"5590681643,6352608255"
678443127,"6352608252,6352608256"
678443128,"6352608257,5590681644"
678443129,"5590681646,6352608257"
678443131,"3766851564,5590681721,6352608268"
678443132,"6352608269,3766851563"
678443134,"2175276495,2175276223,2175276305"
678451271,"3765412849,3765412842,3765412843,3765412844,3765412845,3765412846,3752972616,3765412851,6509553609,6506709314,3765412833,6506709316,6509553610,1333698916,3765412835,3765412836,3765412837,3765412838,3765412839,1333698780,3765412848,6509553607,6506709315,6509553608,3765412849"
678451274,"1333698916,3754533981,1333699046,6509588968,1333698654,3754533976,6506814344,3754533975"
678451279,"3753009149,6506752296,1334305231,1334305733,1334305763,6506709540,6556110771"
678451280,"3765407067,6506709539,6509588946,4200112727,6506752297,1333698922"
678451281,"1333698795,6164960129,3765407085,6556110772,3765407066,3765407067,3765407068,3765407069,3765407070,1333698728,3765407082,6556110771,3765407083,3765407084,6556110770,3765407074,3765407075,3765407076,3765407077,3765407078,1333698795"
679582303,"3758714467,5578857518,3504455761"
679902278,"1333246028,6521491151,2992135658"
679902279,"3540437805,6040645617"
679902280,"1333246028,3540437805"
679902281,"6040645617,1333246012"
685082127,"3752651079,6324428232"
685082129,"3752949608,1333698684,6509007672,1333698695,3753061784,1333699086,1333698877"
689583155,"1333311063,6511520677,3512709852,420249446"
689583156,"1333303481,420249452,1333311079"
689583159,"1333311079,6509720623,420249545,6509886197,420249554"
689583161,"420249554,6509886080,420249234"
689583163,"420249234,6509886078,6509923803,6509923806,6509923802,2988891906"
689583165,"2988891906,6509923800,6040964100,6509923798"
689583167,"420249236,6509923794,6525473691,1601639399,6045414788,420248398"
689583171,"420249060,6525480481,6525480480,420248580"
689583173,"420248580,6525480477,6530451267,1333379870,5922537296,6525499225,1333379815"
689583175,"1333379815,6525499223,6525506182,6525489374,420248767"
689583177,"420248767,6525489372,6545181514,420249030"
689583179,"420249030,6545181511,6528624049,1333394786,4069905290,6530583263,6040694716,6530583261,3070108205,6528582407"
689583237,"2623049963,6511504207,6511504206,6511504205,420248596,6511504203,2988896733,6511504201,6511504197,6511504193,6511504200,1333311053,6511504198,420249550,6511520680,6511520679,1333311063"
689584199,"6324730370,6507198868,6324730363,6324730366,6509333947,6509251233,6509333943,6509381709,6509333951,6509381715,6509381726,6509374020,6509381725,6509381724,6509381723,6509381722,6509381721,6553074845,6553074844,6509381720,3755512849"
689584200,"6507214388,6507179628,6324730370,1333730455"
689584201,"6324730365,6324730370"
689584202,"1626463954,6324730365,6507179627,1626463784,6507202717,1626463836,6507202720,1333730680,6507202722,6507252287,6507202724,1626463905,6507202726,6507199740,1626463904,6507199742,6507199744,3509921116,6507199746,1626463811,3509559804"
689601799,"3509921115,6507199745,6507199743,1626463796,6507199741,6507202727,1333730200"
689601801,"1333730200,6507202725,6507202723,1333730583,6507202721,1333730246,6507202718,1333730295,6507214388"
692553480,"6132815828,2991011654,6529466751,2991011032"
692570276,"6501893429,6501893430"
692570277,"6501893431,6501893432"
693028928,"6506395290,1334101457,1334101421,1333762664,6506435905,1334101734,6568592668,420249240"
693035304,"6506410438,1333698786,3753085042"
693035305,"6509147251,6509171890,6324754205,6509407853"
693041646,"6324428229,6324428233,6324428228"
693049879,"6506591954,6506591958"
693049880,"6506591954,6506591953,6506591956,6506591952,6506591958"
693049881,"6506591958,3753027165,6333710180"
693049882,"6506591963,6506591961,6506805932,6506591960,6506591962"
693049883,"1334305509,6506591959,1333699103"
693049884,"6506591963,6506591962"
693052281,"6506591962,1334305509"
693056233,"6524895956,3510250183,3510250184,3510250185,3510250186,6506971731,6506674555,3510250187"
693056234,"1333762560,6506674554,6506709250,1410502753,1410502784,6524895957"
693058851,"6577256897,6524895956"
693058852,"6524895957,6506709246"
693084967,"1333762842,1333762999,6507021812,3753094706,6507021811,6507021810,1333763148"
693088323,"6507026851,6507026850,6507026849,6507026845,6507026848,6507026846,6507026847"
693088845,"1333762989,6507061597,6507052667,6507052668,6507052682,6507052674,6507052662,6507052669,6507052670,6507052671,1333762391"
693088846,"1333762391,6507052666,6507052672,6507052673,6507052675,6507052663,6507052681,4071004434,6507052661,3753094694"
693089015,"3510593387,6507046440,6324713949"
693089016,"6324713951,6507046439,3510593387"
693089017,"1036552248,6507026855,1410502730,6507026854,6507046431"
693089018,"3510593388,3510593387"
693089019,"3765441263,6507046445,3510593388"
693089020,"3510593388,6507046438,6507056638"
693089021,"6507082281,1410502756,6507046443,1410502798"
693089022,"3765441263,6507056641,6507056640,6507056639,6507056638"
693092083,"1036552316,6507046442,6507046433"
693092084,"3510593387,1036552316"
693092085,"1036552316,1410502798"
693092086,"6507046431,6324713951"
693092087,"6507046437,6507046441,1036552316"
693092089,"6507046437,6507046436,6507046432,6507046435,6507046434,6507046433"
693093198,"1410502798,6507046444,6507082276"
693093199,"1410502718,6507183361,3510593389,6507082281"
693093200,"1410502798,3510593388"
693093202,"6507082281,6507082280,6507082279,6507082275,6507082278,6507082277,6507082276"
693104422,"6507056644,3765441263"
693104423,"3755512854,6509381716,1333699183,6509374021,6509381708,1333699012,6509381707,6506690188,3755512849"
693104424,"1333730455,1663656991"
693106113,"4884751785,6507198944,6507198943,6507198942,6507198941,6507278701,6509135831,6507278699"
693106736,"1410502807,3510593703,6507232346,1036552712"
693106737,"1333762812,6507266056,1334101687,6558503713"
693107546,"6507235993,6507235992,6507235990,6507235989,6507235987,6512230630,6512208146,6512230628,6512230627,6512230629,6512208145,6512208144,6512208143"
693107675,"4791333341,6521381907,3502605293"
693107676,"1759885583,6521401392,1896160839"
693108351,"6507240835,6507216142"
693108352,"2990955418,1333698664,6235806162,6507235993"
693108601,"1663656992,6507198866,6509480791,6506410438"
693109023,"3502605294,6521381906,6509553504,2990909293"
693109024,"2990909286,6521401393,6521381904,3502605294"
693110728,"6507216142,1333698799"
693110788,"6507266053,3510593709,6507266058,1333762812"
693110789,"1036552712,6507245544,3510593706,1333762726,3510593710,1036552174,6507266053"
693110894,"1333730455,6507198869,6509333952"
693110895,"1333699207,6509381711,6509333945,1759733863,6509333949,1333698853,6509398293,1333730712,4884750577,6509398289"
693110896,"6507267325,6509429741,6509105575,6507267326,6507267330,6507267331"
693110898,"6507267337,6507267336,6507267335,6507267334,6507267333,6509147073,6509147070,6507267332,6509429740,6507267325"
693110899,"1333698738,6509251137,6509251145,6509251143,6509251133,6509306996,1333698899,1333699029,6509480792,6509443706"
693111345,"6507261910,3070253071"
693111346,"3070253290,6507250126,3070253293,3070253294,3074478417,3070253312,6508805092,3070253318,3070253323,3070253327,3070253331,1038395031"
693112944,"6507278699,1333698998,1333763043"
693316281,"6508856089,6508856088,6508856087,6508856086,6508856085,6508783684,6508783683,6508783682"
693320443,"6508897994,6507211777"
693320444,"1410502977,6158048574,1410502899,3074799299,1410503037,6508856091,1410502818,3074799298,3074799297,1410502805,3074799301,3074799300,1410502777,1759734011,3074799302,3074799304,1410502879,3074799296,1759734003,6508913657,6508897994"
693330102,"6508979193,2990955342"
693330103,"2990955350,2990955347,2990955346,1333236011,3070253458,6508979193"
693335522,"6509041766,6509041765,6509041764,6509041763,6509041762,6509041761,6509041760,6509041759"
693335523,"1896160839,6509647192,2990909284"
693335524,"6509041770,6521401394,1759885583"
693335525,"3502605293,6521381905,6509041770"
693337172,"2988729566,2990909292,6509041769"
693339515,"4791411544,6509041759"
693339516,"6509041759,3753027168,1333698790"
693339517,"6509041769,6509041768,6509041767,6509041766"
693342262,"6509067366,5578958477,6509067368,3768476263,6509067369,3768476271,6509067365,6509067371,6509067372,6509067373,6509067374,6509067375,6509067376,6509067377,6509067378,6509067379,6509067380,6509067381,6509067382,3079969012,4461876002,6509067383,6509067384"
693343864,"6509127000,6509126997,6509126999,6509163770,6509163773"
693343865,"6509163773,6509163771,6509163772,6509126998,6509127001"
